Text,class,label
"অনেক বার তো কবরস্থান পাটাতে চাইছে বিএনপি পারে নাই তো আল্লাহ শেখের বেটি র পাশে এতো সহজে প্রিয় নেত্রী কিছু হবে না যদি হত দেশ আজ উলটা পথে হাটতো শেখের বেটির কাছে দেশ টা আছে বলেই এতো উন্নয়ন, তিব্র নিন্দা জানায় সালা চোরের বাচ্চা কে আইনের আওতায় আনা হোক",Political,Incursive
"বেগম খালেদা জিয়া কে হত্যার জন্য পদ্মা সেতু থেকে ফেলে দেওয়ার কথা বলেছিল তখন কি কাউকে আটক করা হয়েছে।এবার আর ছাড় দেওয়া হবে না,কুত্তালীগের পোলাপান গোরে কুপাইয়া পদ্দাতে ভাষাই দেওয়া হবে",Political,Incursive
"মাননীয় প্রধানমন্ত্রী জননেত্রী শেখ হাসিনা এমপিকে হত্যার হুমকির প্রতিবাদে বিক্ষোভ মিছিল ও প্রতিবাদ সমাবেশ বক্তব্য রাখছেন জনাব:-মোঃ মতিউর রহমান খাঁন,উনি বলেছেন বিএনপির নেতারা যে যেখানে আছে সবাইকে গুলি করে হত্যা করতে",Political,Incursive
"পৃথিবীর মধ্যে সবথেকে বেশি ভন্ড বাংলাদেশ ছাত্রলীগের,এরা বাংলাদেশের মানুষের রক্ত চিবিয়ে খাচ্ছে",Political,dishonour
এদের মতো নোংরা মনমানসিকতার রাজনীতিবিদ দের খুনিদের আইনের আওতায় এনে কঠোর শাস্তির ব্যবস্থা করা এখন সময়ের দাবী হয়ে উঠেছে,Political,Incursive
বাকী বিএনপি পাতি নেতা যারা লাফালাফি করতেছে তাদের সবাই কে পাবনা রেখে আসা হোক সন্ত্রাসীদের কাছে থেকে এই ধরনের হুমকি ছাড়া আর কি বা আশা করা যায় এই বেয়াদবকে আইনের আওতায় এনে শান্তি দেয়া হোক,Political,Incursive
"বিএনপি জামাত হত্যার রাজনীতি করে। এই বিএনপি জামাত অপশক্তির অপরাজনীতির বলি ১৫ই আগষ্ট, ২১শে আগষ্টের হত্যাকান্ড সহ আহসানউল্লাহ মাষ্টার, শাহ এম এস কিবরিয়া ও মমতাজ হত্যাকান্ড। কাজেই এই অপশক্তিকে প্রতিহত করা প্রতিটি সচেতন নাগরিকের নৈতিক দায়িত্ব। এদেরকে আওয়ামী সরকার আর বেশিদিন বাচতে দিবে না",Political,Incursive
"বাংলাদেশে সবকিছুর অভাব হতে পারে যেমন খাদ্য ,বস্ত্র, শিক্ষা,, কিন্তু পাগলের অভাব কোনদিন হবে না। বিএনপির নেতারা একেক্টা পাগল। এরা মিডিয়ার সামনে অপপ্রচার ছড়ায়",Political,dishonour
"তাহলে উনি যদি হুমকি দাতা হয় এখন উনারা কাকে হুমকি দিতেছে উনাদেরকে গ্রেফতার কে করবে খালি একজনের দোষ দেখলে হবে না কথার ক্ষেত্রে মানুষ কথা বলতে পারে তার জন্য প্রতিবাদ করা বাধ্যতামূলক না দেশের নাগরিক হিসেবে দেশের ভাষায় যদি কথা না বলতে পারে তাহলে এই দেশটা অনেক আগেই ধংস হয়ে যেতো, আসলে বিএনপির চাচ্ছে দেশটাকে ধংস করে দিতে",Political,dishonour
আমরা আওয়ামী পরিবারের সদস্য আমরা বিএনপি রাজনীতি নিয়ে কথা বলি কিন্তু খালেদা জিয়া বা তারেক জিয়া কে হত্যার কথা আমরা বলি না আর এটাই হচ্ছে বিএনপি আর আওয়ামীলীগ এখানে মধ্যে ব্যবধান,Political,dishonour
বিএনপির  এই কুলাঙ্গারকে আইনশৃঙ্খলা বাহিনীর হাতে তুলে না দিয়ে আমাদের হাতে তুলে দিলে তার কবরের দাফনের ব্যবস্থা করে দিতাম!!,Political,Incursive
" বিএনপির এই জানোয়ার এমন সাহস পায় লন্ডনের ওই কুত্তা থেকে, দুই জনের মুখে জুতা মারা দরকার। এ ধরনের কথা বলায় তাকে আইনের আওতায় আনা উচিত।",Political,Incursive
অধিকাংশ মানুষ ক্ষতিগ্রস্ত এই কথা টা আল্লাহ কুরআনে ১৪৫০ বছর আগে বলছে।তার প্রমান এরা। ইসলাম নিয়ে কেউ বাজে মন্তব্য করলে অথবা কোন আলেম নিয়ে বাজে মন্তব্য করলে এর কখনো প্রতিবাদ করেনা।। এরা ইসলামের চেয়ে নেতাকে মানে বেশি।।।। এই নেতাই নিয়ে যাবে একদিন জাহান্নামে…,Religious,dishonour
" শুধু দেকতাছি একদিন এর জবাব দেওয়া হবে, এই সব কুত্তালীগের নেতাদের পায়ের রগ কাটা হবে",Political,Incursive
"এই কথায় বিএনপির লোকরা বুঝিয়ে দিল এখনো মাননীয় প্রধানমন্ত্রীকে শেখ হাসিনাকে হত্যা করতে ওরা এখনো চায় শকুনেরা হতে পেতে বসে আছে এটা প্রধানমন্ত্রীর এ নিয়ে এ বিল কথা কওয়ার সাহস উনি পায় কোথা থেকে প্রশাসনের কাছে একটি অনুরোধ প্রশাসন ওনাকে আপনারা গ্রেফতার  ,অবিলম্বে আমরা ওদের প্রাণ নিয়ে তার জবাব দিবো",Political,Incursive
"ছাত্রলীগ মরছে শুনলে মানুষ এখন হা হা দেয়,মানুষ এখন এদের দেখলে লজ্জায় মুখ ফিরিয়ে নেয়",Political,dishonour
"আমি উনার এই বক্তব্যে তীব্র নিদ্রা ও ক্ষোভ জানাই, খাটি বিএনপি যারা করে এমন ফালতু কথা তারা বলেন না",Political,dishonour
এক দল আরেক দলকে হত্যার পাল্টা হুমকি! আওয়ামীলীগ বিএনপি এ দুটি দল দেশ ও জাতির জন্য মারাত্মক হুমকি এ দুটি দলকে বাংলাদেশ রাজনৈতিক অঙ্গন থেকে পরিপূর্ণভাবে বয়কট করা দরকার ।,Political,positive
"বাপের বেটা তুমি আর তোমার ছাত্রলীগের যদি সাহস থাকে,পুলিশ বাদে লড়াইয়ে নাইমো। ওই দিন তোমাকেই কবরে পাঠাই দিমু, কইরো ওই দিন আওয়ামীলীগ,দেখি তোমারে কে বাচায়",Political,Incursive
"প্রিয় ছাত্রলীগের বাবারা তোমরা এগিয়ে যাও, বাংলাদেশের মানুষ তোমাদের সাথে আছে",Political,positive
"রাজশাহী জেলা বিএনপি'র আহ্বায়ক আবু সাঈদ চাঁদ কর্তৃক প্রকাশ্য জনসভায় বাংলাদেশ আওয়ামী লীগের সভাপতি এবং বঙ্গবন্ধুর জ্যেষ্ঠ কন্যা মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনা এমপি কে হত্যার হুমকি দেয়ায় তীব্র নিন্দা ও প্রতিবাদ জানাই!একে খোলা মাঠে ছেড়ে দিন, হাত পা সব কেটে পিলারের সাথে ঝুলাই রাখবো",Political,Incursive
"কবরস্থানে পাঠানোর কথা বলা যদি অপরাধ হয়ে থাকে, হত্যার হুমকি হয়ে থাকে, তাহলে পদ্মা সেতুর ওপর থেকে টুস করে ফেলে দেয়াটাও স্পষ্টতই হত্যার হুমকি। আর সেটা যদি কথার কথা হয়ে থাকে, তাহলে রাজশাহীর চাঁদ ভাইও কবরের বিষয়টা কথার কথাই বলেছেন। এটা নিয়ে পানি ঘোলা করার  কোনো মানে নেই, আমি আওয়ামীলিগের নেতাদের প্রতি তীব্র নিন্দা জানাই",Political,dishonour
মাননীয় প্রধানমন্ত্রী জননেত্রী শেখ হাসিনাকে হত্যার হুমকিতে তিব্র নিন্দা ও প্রতিবাদ জানাই আর তাকে আইনের আওতায় এনে কঠিন শাস্থি দেওয়া দরকার। নাহয় ২৩ সালের নির্বাচনে এর গলার উপর মাথা থাকবে না,Political,Incursive
"বঙ্গবন্ধু পরিবারের দিকে যে বদ নজরে তাকাবে, সে ধ্বংস হয়ে যাবে। আমরা ছাত্রলীগ এর বিচার রাজ পথে করবো ",Political,Incursive
"পনেরো বছর খালেদা জিয়ার ক্ষমতার বাহিরে তারপরেও সঙ্গে যুদ্ধ করতে হয় শেখ হাসিনার, আওয়ামীলীগের লজ্জার আর শেষ থাকলো না",Political,dishonour
"কবরে পাঠানো লাগবে না,মরণ আসলে এমনিই যাইবো বয়স তো আর কম হলো না।। আমি নিজেও বিএনপি করি,উনার এমন মতামত আশা করি না আমরা",Political,dishonour
এইসব বালছাল নিয়ে না লাফিয়ে বাজার নিয়ন্ত্রণ করুণ জনগনকে না খেয়ে মরার হাত থেকে রক্ষা করুন। নাহলে দেশের মানুষ আওয়ামীলীগকে নাথি দিয়ে দেশ থেকে বের করে দিবে,Political,Incursive
"একজন প্রধানমন্তী যখন বলে খালেদা জিয়া কে পদ্মা সেতু থেকে পেলে দিবে , তখন কি এটা হত্যার হুমকি হয় না। ছিঃ কেমন প্রধানম্ত্রী আপনি",Political,dishonour
"বাক সাধিনতা আছে সরকারের সমলাচনা করা জনগনের এখতিয়ার আছে এতে রাষ্টে অপকান্ড যত নিকৃষ্ট কান্ড সব এই ছাএলীগ করেছে এদের সন্ত্রাসী বেশিদিন টিকবেনা, এরা রাজনীতির নাম দিয়ে সন্ত্রাসী করছে",Political,dishonour
রাজশাহীর বিএনপির নেতাকে আইনের আওতায় আনা উচিত । এবং তার শাস্তির জোর দাবী জানছি ।। নতুবা আওয়ামীলিগের আদালতে এনে বিচার করা হবে,Political,Incursive
"তীব্র নিন্দা ও প্রতিবাদ জানাই এই সন্ত্রাসী কে দ্রুত গ্রেপ্তারের দাবি জানাচ্ছি,,, জয় বাংলা জয় বঙ্গবন্ধু জয় হোক শেখ হাসিনার ।",Political,Incursive
"উন্নয়নের কোন কথা নেই খালি কিভাবে ক্ষমতায় আসলে কাকে সাইজ করবে সেই পরিকল্পনা, বাংলাদেরশের রাজনীতির কোনো ভিত্তি নাই, সবই লোক দেখানো",Political,dishonour
"এক দল তাদের নেত্রীকে কবরস্থানে পাঠাতে বললে আন্দোলন করে, এমন রাজনীতি না করাই ভালো যারা অন্ন্যের ক্ষতি করে,অন্যের মরন কামনা করে",Political,dishonour
আল্লাহ এই সব মেয়ে ফেতনা থেকে রক্ষা করুন । সকল নেতাদেরকে  হেদায়েত দান করুন,Political,positive
"এক জন প্রধানমন্ত্রী দায়িত্ব সিল জায়গা থেকে বলতে পারে, প্রধান বিরোধী দলের নেত্রী কে টুপ করে পানি তে মেরে ফেলা হুমকি দিতে পারে, সাধারণ মানুষ বলতেই পারে,এটা স্বাভাবিক, এমন রাজনীতিকে আমোড়া ঘৃণা করি",Political,dishonour
"এমন রাজনীতী করিও না যাতে মৃত্যুনিয়ে খেলতে হয়,  একটু অপেক্ষা করো আল্লাহ ছাড় দেয় কিন্তু ছেড়ে দেয় না তোমাদের পতন হবে ইনশাআল্লাহ",Political,dishonour
"এক জনের হুমকিতেই এই অবস্থা,,,,না জানি পুরো বাংলাদেশ হুংকার দিলে কোথায় যাবেন আপনারা, আমাদের নেতা ইসরাক ভাই যখন ডাক দিবেন তখন সিব গুলাকে কুপিয়ে হত্যা করা হবে",Political,Incursive
"কয়দিন বাদে খুঁজে পাওয়া যাবে না ছাত্রলীগকে, বিএনপি ক্ষমতায় আসলে সব গুলাকে পায়ের  রিগ কেটে ফেলা হবে",Political,Incursive
বিএনপি নেতা মাননীয় প্রধানমন্ত্রী মহোদয়কে নিয়ে কটুক্তি মূলককথা বলেছে অবশ্য উনাকে আইনের আওতায় আনা উচিত। তবে ছাত্রলীগের সাধারণ সম্পাদক আইনশৃঙ্খলা বাহিনীকে যে আলটি ম্যাডাম দিলেন এটা মোটেও উচিত হয়নি। প্রশাসন তো আর উনার কোথায় চলে না এই আচরণটা খুবই খারাপ।,Political,dishonour
"এই রাজাকারের মুখে জুতা মারি, তীব্র প্রতিবাদ ও নিন্দা করছি এবং গ্রেফতারের দাবী করছি।",Political,Incursive
"আফসোস ,আমাদের ইসলামের বিরুদ্ধে কেউ কিছু বললে আমরা সেটা নিয়ে প্রতিবাদ করি না। আল্লাহ আমাদের সঠিক বুঝ দান করুক।",Religious,positive
"শেখ হাসিনারে এতো বড় কথা,ছি:ছি,সব আওয়ামী লীগের কর্মীদের উচিত এ দুঃখে কয়েকদিন না খেয়ে মারা যাওয়া। এভাবে মিছিল না করে রাতের অন্ধকারে এদের হত্যা করা",Political,Incursive
"আজকে শেখ হাসিনারে কথা বলার জন্য এত আন্দোলন আমাদের আল্লাহ রাসুলকে নিয়ে কথা বলা হলে এইটার কোন প্রতিবাদ করে না তার নামই বাংলাদেশ তার নামে শেখ হাসিনা , এদের মরার ভয় নাই, কি লাভ এমন রাজনীতি করে",Religious,dishonour
সুশানের কারিগর রোল মডেল মাননীয় প্রধাণমন্ত্রীকে নিয়ে এমন হুমকি মেনে নেয়া যায় না। ১ সপ্তাহের মধ্যে গ্রেপতার না হলে ঢাকা শহরে আগুন জ্বলবে,Political,Incursive
"ক্ষমতার অপব্যবহার করা ঠিক না, এই ব্যাটা এই বাংলাদেশে হাজার হাজার মানুষ খুন হচ্ছে, ব্যাটা তাদের বিচার কর আগে ,কে কি বলল সেটা ভাবিস না ,বর্তমান যেটা করছে সেটা নিয়ে কথা বল, বিনা অপরাধে শত শত মানুষ ঘুম হত্যা শিকার হচ্ছে, চিলে কান নিয়ে গেল ওই কথায় দৌড়াস… আগে নিজেরা ঠিক হ",Political,positive
রাজশাহীতে বাংলাদেশ ছাত্রলীগের কাফেলা কতটুকু অগ্রসর হয়েছে জাতি জানতে চায়।গ্রেপতার না হলে রাজশাহীতে আগুন জ্বলবে,Political,Incursive
"আওয়ামী - ছাত্রলীগের লোকেরা তো ফুটফুটে সুন্দর, বাংলাদেশের মানুষের আস্থার জায়গা",Political,positive
"বিএনপি নেতা  এই ধরনের কোন বক্তৃতা পৃথিবীর বুকে কোন নেতার কাছে আশা সরূপ আশা করা যায় না আপনার এই বক্তব্যকে তীব্র নিন্দা জানাই, আমরা এই কুলাংগারের ফাসি চাই",Political,Incursive
"কিরে হাসিনা আমাদের নেত্রীকে পদ্মা সেতু থেকে ফেলে দিতে চাইলো তখন সেটা কি হত্যার হুমকি ছিলনা। আর সামান্য এই কথায় এতো  কাহিনি,ছিঃ আওয়ামীলীগ",Political,dishonour
"বিএনপি সর্মথক গন আপনাদের দেশের সম্পর্কে কিছু ধারণা আছে,,, বিএনপি দল হছে চোর চুরি ছাড়া বাঁচবে কি ভাবে তার জন্য কত কথা বলে বিএনপি রা ,,, সাবধান বেশি বাড়লে ঝরতে পারি মাথা গরম হলে বিএনপি কে,,, দল করি আওয়ামীলীগ বঙ্গবন্ধু আদর্শ সৈনিক আমরা দেশের জন্য মানুষ জানও দিতে পারি,আবার বিএনপির নেতাদের জান দিতেও পারি",Political,Incursive
ক্ষমতার দাপট মৃত্যুর আগে শেষ নিশ্বাস অবদি।তোমাদের চেয়ে বরো বরো ক্ষমতাসীন ছিল ফেরাউন তার পরিণতি কি ছিল আশা করি একটু হলেও জানেন।আল্লাহ হেদায়েত দান করুক। ক্ষমতার দাপট দেখাইয়ো না,Religious,positive
"একজন বিরোধী দলীয় নেতা কি এভাবে একজন প্রধান মন্ত্রী কে হত্যার হুমকি দিতে পারে? এটা কোন ভাবেই কাম্য নয়।আমি এই বিএনপি নেতার বিপক্ষে মামলা করবো, এই নেতাকে দ্রুত আইনের আওতায় এনে শাস্তির দাবি জানাচ্ছি।",Political,Incursive
"বাপ তুমিও ভুল মানুষকে নিয়ে ভুল কথা বলে ফেলেছো, তুমি হয়তো তাকে চেনো না কিন্তু তোমার প্রধানমন্ত্রী তাকে অবশ্যই চেনে এবং খুব ভালো করেই চেনে তাহার নাম চাঁদ। আমাদের মাননীয় প্রধান মন্ত্রি শেখ হাসিনা আমাদের বাংলাদেশের রত্ন",Political,positive
"বেটা যারা যারা দীর্ঘ চৌদ্দ বছর ক্ষমতায় থেকে ও পুলিশ ছাড়া একমুহূর্তে চলতে পারেনা, সেই আওয়ামী সংগঠন তোমাদের কে দিয়ে, কি পয়দা অর্জন করতে পেরেছে, সেটা অবশ্যই মাননীয় প্রধানমন্ত্রী শেখ হাসিনা হারে হারে উপলব্ধি করতে পারলে ও তা নিরবে নিভৃত ভাবে সহে যাচ্ছে, এটা কোনো দলের মধ্যেই পড়ে না",Political,dishonour
পদ্দা নদি থেকে টুস করে পেলে দেওয়ার কথা বলার বাংলাদেশের অবইদো ভোট চোর প্রধান মন্তী সেখ হাসিনা কেও গেপতার করার দরকার,Political,Incursive
"প্রতিহিংসার রাজনীতি ছেড়ে দিয়ে আমাদের সাধারণ মানুষের অধিকার নিশ্চিত করুন।এর জন্য আমাদের দেশ স্বাধীন হয়নি,মহান মুক্তিযুদ্ধকে আর অপমানিত করবেন না।",Political,positive
১৯৭৫ সালে ১৫ই আগস্ট বঙ্গবন্ধু হত্যার মধ্যে দিয়ে বিএনপি ক্ষমতায় এসেছিল আবার তারা জননেত্রী শেখ হাসিনাকে হত্যা করে ক্ষমতায় আসতে চায় বাংলার জনগণ থাকতে তাদের এই স্বপ্ন কখনো বাস্তবায়ন হবে না। এবার এমন কিছু চিন্তা করলে বিএনপির কুলাংগারদের রক্তে রাজপথ লাল হবে,Political,Incursive
"""বি এন পি এর আসল রুপ l এদেরকে প্রতি রাতে ফাঁসিতে ঝুলানো উচিৎ l তাদের নেতা খুনি জিয়া যেমন টা করে ছিল ঠিক তাই তাঁদের সাথে করা উচিৎ""l",Political,Incursive
"আবারো প্রমাণ হলো বাংলাদেশ বিএনপি একটি সন্তোষিত হল না হলে এ ধরনের কথা কিভাবে বলে পাঠাবে জাতির কাছে বিএনপি যদি ক্ষমতায় আসে তাহলে দেশে কি অবস্থা হবে এখন বুঝতে পেরেছেন বাংলাদেশের মানুষ জ্বালাপোড়া বাংলাদেশ হবে আবার মানুষ না খেয়ে মরতে হবে সাধারণ জনগণকে, কিন্তু আওয়ামীলীগ সব সময় সাধারণ মানুষের শান্তির কথা চিন্তা করে",Political,positive
তীব্র প্রতিবাদ জানাই সাথে সাথে এই কুলাংগারকে এখনই আইনের আওতায় আনা হোক। খুনি রাসেলকে পিটিয়ে বাংলার মাটি থেকে বের করে দেওয়া হোক,Political,Incursive
"মাননীয় প্রধানমন্ত্রী জননেত্রী শেখ হাসিনাকে মৃত্যুর হুমকি দেখিয়ে ডাবিয়ে রাখা যাবে না রাজশাহী আওয়ামী লীগের নেতৃবৃন্দ কে বলছি এই মুরুব্বী কে এমন সারাদিন যা দেখে সারা বাংলার মানুষ ভয় পায় মাননীয় প্রধানমন্ত্রী জননেত্রী শেখ হাসিনার উপরে চোখ তুলে তাকাতে আর যেনো সাহস না পায়, বিএনপির এই কুলাংগারকে রাস্তায় চেচানো হোক",Political,Incursive
"তীব্র নিন্দা শেখ হাসিনার ভয় না রাজপথ ছাড়ি নাই, সঠিক বিচার না হলে রাজপথ রক্তের বন্যায় বেসে যাবে",Political,Incursive
ওনি যথার্থ ঠিক বলেনি।কারণ কারোরই মৃত্যু কামনা করা ঠিক না।।।প্রধানমন্ত্রী কেয়ামত পর্যন্ত বেচে থাকবে এটা বলা উচিত ছিল ওনার।। । কারন শেখ হাসিনা একজন খুবই ভালো মানুষ,Political,positive
"প্রিয় নেতা আমি ব্যক্তিগত ভাবে আপনাকে অনেক পছন্দ করি,কিন্তু কি দরকার ছিল মিডিয়ার সামনে এসে এই কথা বলার,আল্লাহ মহান রাব্বুল আলামীন আপনাকে হেফাজতে রাখুক এই দোয়া করি।, আপনার উচিৎ শেখ হাসিনার কাছে গিয়ে মাফ চাওয়া",Political,positive
ঐ কুলাঙ্গার নেতাকে অনতিবিলম্বে গ্রেফতার করা হোক। বাংলাদেশের জনগণ আপনারা এবার খুব ভালো করে বুঝুন তারা যদি ক্ষমতায় যায় তবে জেনে রাখুন তারা মানুষ হত্যার রাজত্ব কায়েম করবে। বিএনপি ক্ষমতায় আসলে শত শত মায়ের বুক খালি করবে,Political,Incursive
"শেখ হাসিনার উন্নয়নের জোয়ার তাকে টিকিয়ে রাখতে হবে, আও্যামীলীগ আছে বলেই ঘরে ঘরে বিদ্যুৎ, ঘরে ঘরে শান্তি",Political,positive
"এগুলো রাজনৈতিক বক্তব্য, রাজনিতীতে অনেকে অনেক বক্তব্য দেয়, এগুলোরে পুজি করে দেশে হানা-হানি মারা-মারি করা উচিত না, কিছুদিন আগে রাজপথের বিরোধী দলের নেতাকেও পদ্মা সেতু থেকে টুস করে ফেলে দিবে এমন কথাও বলা হয়েছে, তাই এইসব রাজনৈতিক বক্তব্য নিয়ে বাড়াবাড়ি করা ঠিক না।",Political,positive
আমাদের দেশে যা একটা হাসপাতাল আছে তাও আবার পাবনা সরকারকে সকল উন্নয়ন বন্ধ করে দিয়ে প্রত্যেক জেলায় জেলায় একটা একটা হাসপাতাল করার জন্য যোর দাবী জানাচ্ছি আর এই কুলাংগার নেতাকে পাগলা গারতে পাঠানোর দাবি জানাই,Political,dishonour
এ বক্তব্য নিয়ে এত রাজনীতি করার কিছু নেই উনি যা বলেছেন সত্য বলেছেন কতটা আক্ষেপ হলে একটা মানুষকে একটা মানুষ দুনিয়া থেকে বিদায় করে দিতে চায় যে ভোটের অধিকার হরণ করেছে তার দুনিয়াতে থাকার কোন প্রয়োজন নেই যে পুলিশ দিয়ে ক্ষমতায় থাকতে চায় সেই প্রধানমন্ত্রি কিভাবে হয়,Political,dishonour
তীব্র নিন্দাও প্রতিবাদ জানাচ্ছি । বিএনপি'র কুলংকার কে দ্রুত গ্রেফতার করা হোক।  নাহলে ছাত্রলীগ তার দাঁত ভাংগা জবাব দিবে,Political,Incursive
নেএিকে নিয়ে একটা কথা বলার কারনে জদি আমাদের বাংলাদেশের ছাএলীগ এত খীপ্ত হয়। কই আমার প্রিয় নবীকে নিয়ে কেউ কুটুক্তী করলে এভাবে তো কেউ খীপ্ত হয় না।হায়রে মানুষ।,Religious,dishonour
"বিএনপি হলো,একটা ব্রান্ড,,,আর সেই ব্রান্ড ১৫ বছর ক্ষমতা তে না থাকার পরেও,,তাকে দেখে এখনো আওয়ামি ভক্তদের মনে খুবই।হাহাকার,,বড়ই হতাশা জনক ব্যাপার,,, এখনো তাদের ছায়া সাথে যুদ্ধ করে চলছে আওয়ামী লীগরা , এমন যুদ্ধ না করে তারা কচু গাছের সাথে ফাসি দিতে পারে। এমন রাজনীতির কোনো মানে নাই",Political,dishonour
সে ভুল করছে হিসাব করে কথা বলা উচিত ছিল। কারণ আওয়ামীলীগ ইসু খোঁজতেছে হাসিনার এমনিতেই মাথা নষ্ট সকল মিডিয়া সরকারের আওতায় আল্লাহ্ হেফাজত করেন দেশের মানুষের হাহাকার কষ্টের বাহিরে চলে গেছে নিম্ন মানের মানুষ,Political,dishonour
"গণতন্ত্রের মা বাংলাদেশের সবচেয়ে জনপ্রিয় নেত্রী গরিব দুঃখী অসহায় মেহনতি মানুষের একমাত্র আশ্রয়স্থল দেশরত্ন শেখ হাসিনার দিকে কেউ চোখ রাঙালে সেটার শক্ত হাতে প্রতিহত করবে ছাত্রলীগের সূর্য সন্তানরা,",Political,positive
"বঙ্গবন্ধু কন্যা জননেত্রী শেখ হাসিনার বিরুদ্ধে যারা কথা বলছে দ্রুত অবিলম্বে আইনের ব্যবস্থা করেন উনার শাস্তি চাই, কুলাঙ্গ বিএনপির দালালারা হুঁশিয়ার সাবধান বাজে কথা বলবেন না",Political,Incursive
"বঙ্গবন্ধু কন্যা দেশরত্ন শেখ হাসিনা আমাদের আবেগ, আমাদের অস্তিত্ব। আবেগ নিয়ে যারা খেলবে, তাদের অস্তিত্ব বাংলার মাটি থেকে উৎখাত করা হবে ইনশাআল্লাহ।",Political,positive
বঙ্গবন্ধু কন্যা মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনাকে হত্যার হুমকির তীব্র নিন্দা ও প্রতিবাদ জানাই। অতিদ্রুত ওই কুলাঙ্গারদের কে আইনের আওতায় আনার অনুরোধ করছি। রাজশাহীর এই  জানোয়ার নেতার  পা কেটে কুত্তাকে খাওয়ানো হবে,Political,Incursive
সন্ত্রাসী দল বি এন পির নেতা আবু সাইদ চাঁদ কুলাঙ্গার কে আইনের আওতায় এনে বিচারের জোর দাবী জানাচ্ছি। নাহলে এই বাংলার মাটিতে যুদ্ধ আরেকবার হবে,Political,Incursive
"আমার মনে হয় এই লোক টা ২১শে আগষ্টের গ্রেনেড হামলার সাথে জড়িত ছিল, তাকে পুলিশ হেফাজতে নিয়ে ভালো করে জিজ্ঞাসাবাদ করলে বেরিয়ে আসবে আসল তথ্য।। এদেরকেও হত্যা করা হোক,উনি আবার বিএনপির বড় নেতা ,ছিঃ",Political,Incursive
"জননেত্রী শেখ হাসিনাকে নিয়ে কোনো হুমকি দিলে ডিরেক্ট এ্যাকশনে যেতে হবে। জাতির জনকের কন্যার আবার কিসের ভয়?এ রকম হাজারো আবু সাঈদ হুমকি দিয়ে কিছু করতে পারবেনা।বাংলার কোটি জনগন মুজিব কন্যার সাথে আছে। শেখ হাসিনা মানে আমাদের আবেগের জায়গা, উনার কিছু হলে সারা বাংলায় আগুন জ্বলবে",Political,Incursive
"উসকানিমূলক বক্তব্যর তিব্র নিন্দা জানাচ্ছি অচিরেই গ্রেফতার করার দাবি জানাচ্ছি, এরা ধর্ম ব্যবসায়ী,",Religious,Incursive
"ক্ষমতায় যখন থাকবে না তখন কাউকে খুঁজে পাওয়া যাবে না, আল্লাহ সবাইকে বুঝার তোফিক দান করুক",Religious,positive
সত্যি বলতে বিএনপির নেতাদের মাথা নষ্ট হয়ে গেছে খোলা মাঠে সন্ত্রাসী আচারন করতে না পারাই বেযাদব খুনিকে আইনের আওতায় আনা হোক শাস্তির দাবি জানাচ্ছি,Political,Incursive
"দূরত্ব আইনের আওতায় আনা উচিত কঠিন শাস্তি হওয়া উচিত এরা এখন বলে এভাবে এরা ক্ষমতায় আসলে কি করবে একবার ভেবে দেখুন, বিএনপি এখন দেশের শত্রু",Political,Incursive
"ওকে আইনের আওতায় আনা হোক নইলে জনগন রাস্তায় বি এন পি জামায়াত কে আসতে দেওয়া হবে না, এদের বিচার ছাত্রলীগের দামাল ছেলেরাই করবে",Political,Incursive
"তুরা মাননীয় প্রধানমন্ত্রী শেখ হাসিনাকে ভয় দেখাস তিনি ভয় পাওয়ার মতো লোক নয়, মুজিবকন্যা আছে বলেই বাংলাদেশ স্বাধীন হয়েছে",Political,positive
"কাঁচা কাঁঠাল এর মধ্যে যেই সিক গুলা ঢুকানো হয়,ঠিক ওইটার আদলে কামারের দোকানো গিয়া একটা বড় মাপের সিক আইন্না গরম কইরা তার পাচায় ঢুকায়া দিতে হইবো। এই বিএনপি নেতার গলায় ছুরি চালাতে আওয়ামীলীগ একাকি একশ",Political,Incursive
"আওয়ামী লীগ সরকার যখন গোপনে পুলিশ কে সাধারণ মানুষ ও বিএনপি নেতা কর্মীর দের উপর গুলি চালাতে বলো তা কি হবে এই বছরে বিএনপি কত জন মেরে পেলছে পুলিশ এ আপনাদের সরকার এর নির্দেশ  আপনাদের কোনো ধারনা আছে? খালি একবার বিএনপি ক্ষমতায় আসুক, পুলিশসহ তোদের কোপামু",Political,Incursive
উনার এই বক্তব্যর তীব্র নিন্দা ও প্রতিবাদ জানাই এটা কোন রাজনীতির ভাষা হতে পারে না এই কারণে আজকে তারা দেউলিয়া পর্যায়ে পৌঁছে গেছে।,Political,dishonour
"খালি গ্রেফতার করলে হবে না ওই বক্তব্যের সাথে একমত প্রকাশ করে তাদেরকে আইনের আওতায় আনতে হবে, না হলে  প্রতি জেলায় আগুন জ্বালিয়ে দিবো, বংগবন্ধুকন্যা আছে বলেই দেশের মানুষ শান্তিতে বেচে আছে।",Political,Incursive
বিএনপি নাকি দেশ চালাতে চায় যেই নেতাকর্মী একজন প্রধানমন্ত্রীকে খুনের কথা বলে তারা কমতায় আসলে কি করবে সেটা দেশের মানুষ ভালোই জানে। এরা ক্ষমতায় আসলে দেশকে বিক্রি করে দিবে,Political,dishonour
